"","Name","Event","Year","Date","Elo"
"37099","Paul McBeth","Aussie",2017,2017-01-26,1932
"37202","Eagle McMahon","Aussie",2017,2017-01-26,1799
"37206","Richard Wysocki","Aussie",2017,2017-01-26,1915
"37635","Simon Lizotte","LVC",2017,2017-02-23,1810
"37658","Nikko Locastro","LVC",2017,2017-02-23,1855
"37683","James Conrad","LVC",2017,2017-02-23,1720
"37751","Paul McBeth","LVC",2017,2017-02-23,1941
"37819","Jeremy Koling","LVC",2017,2017-02-23,1834
"37854","Eagle McMahon","LVC",2017,2017-02-23,1815
"37858","Richard Wysocki","LVC",2017,2017-02-23,1922
"37957","Drew Gibson","LVC",2017,2017-02-23,1803
"38017","Eric Oakley","LVC",2017,2017-02-23,1673
"38203","Joel Freeman","LVC",2017,2017-02-23,1653
"38287","Simon Lizotte","Memorial",2017,2017-03-01,1830
"38310","Nikko Locastro","Memorial",2017,2017-03-01,1868
"38335","James Conrad","Memorial",2017,2017-03-01,1736
"38340","Matthew Orum","Memorial",2017,2017-03-01,1791
"38403","Paul McBeth","Memorial",2017,2017-03-01,1949
"38471","Jeremy Koling","Memorial",2017,2017-03-01,1870
"38506","Eagle McMahon","Memorial",2017,2017-03-01,1830
"38510","Richard Wysocki","Memorial",2017,2017-03-01,1930
"38609","Drew Gibson","Memorial",2017,2017-03-01,1833
"38669","Eric Oakley","Memorial",2017,2017-03-01,1694
"38855","Joel Freeman","Memorial",2017,2017-03-01,1674
"38939","Simon Lizotte","Jonesboro",2017,2017-04-13,1850
"38962","Nikko Locastro","Jonesboro",2017,2017-04-13,1881
"38987","James Conrad","Jonesboro",2017,2017-04-13,1765
"39123","Jeremy Koling","Jonesboro",2017,2017-04-13,1871
"39162","Richard Wysocki","Jonesboro",2017,2017-04-13,1936
"39261","Drew Gibson","Jonesboro",2017,2017-04-13,1840
"39321","Eric Oakley","Jonesboro",2017,2017-04-13,1727
"39439","Chris Dickerson","Jonesboro",2017,2017-04-13,1766
"39451","Andrew Presnell","Jonesboro",2017,2017-04-13,1639
"39591","Simon Lizotte","DDO",2017,2017-04-27,1857
"39614","Nikko Locastro","DDO",2017,2017-04-27,1881
"39639","James Conrad","DDO",2017,2017-04-27,1775
"39644","Matthew Orum","DDO",2017,2017-04-27,1800
"39707","Paul McBeth","DDO",2017,2017-04-27,1956
"39775","Jeremy Koling","DDO",2017,2017-04-27,1881
"39810","Eagle McMahon","DDO",2017,2017-04-27,1831
"39814","Richard Wysocki","DDO",2017,2017-04-27,1950
"39891","Calvin Heimburg","DDO",2017,2017-04-27,1667
"39913","Drew Gibson","DDO",2017,2017-04-27,1841
"39933","Chris Clemons","DDO",2017,2017-04-27,1679
"39973","Eric Oakley","DDO",2017,2017-04-27,1734
"40103","Andrew Presnell","DDO",2017,2017-04-27,1659
"40159","Joel Freeman","DDO",2017,2017-04-27,1689
"40266","Nikko Locastro","Masters Cup",2017,2017-05-19,1875
"40359","Paul McBeth","Masters Cup",2017,2017-05-19,1964
"40427","Jeremy Koling","Masters Cup",2017,2017-05-19,1884
"40466","Richard Wysocki","Masters Cup",2017,2017-05-19,1954
"40565","Drew Gibson","Masters Cup",2017,2017-05-19,1846
"40625","Eric Oakley","Masters Cup",2017,2017-05-19,1739
"41011","Paul McBeth","Beaver",2017,2017-06-09,1967
"41114","Eagle McMahon","Beaver",2017,2017-06-09,1846
"41118","Richard Wysocki","Beaver",2017,2017-06-09,1963
"41195","Calvin Heimburg","Beaver",2017,2017-06-09,1687
"41277","Eric Oakley","Beaver",2017,2017-06-09,1746
"41547","Simon Lizotte","World",2017,2017-06-21,1870
"41570","Nikko Locastro","World",2017,2017-06-21,1880
"41595","James Conrad","World",2017,2017-06-21,1789
"41600","Matthew Orum","World",2017,2017-06-21,1813
"41663","Paul McBeth","World",2017,2017-06-21,1974
"41731","Jeremy Koling","World",2017,2017-06-21,1890
"41766","Eagle McMahon","World",2017,2017-06-21,1849
"41770","Richard Wysocki","World",2017,2017-06-21,1973
"41847","Calvin Heimburg","World",2017,2017-06-21,1728
"41869","Drew Gibson","World",2017,2017-06-21,1850
"41889","Chris Clemons","World",2017,2017-06-21,1718
"42047","Chris Dickerson","World",2017,2017-06-21,1791
"42199","Simon Lizotte","European Open",2017,2017-07-20,1874
"42315","Paul McBeth","European Open",2017,2017-07-20,1979
"42383","Jeremy Koling","European Open",2017,2017-07-20,1879
"42418","Eagle McMahon","European Open",2017,2017-07-20,1860
"42422","Richard Wysocki","European Open",2017,2017-07-20,1976
"42851","Simon Lizotte","Pittsburgh Flying Disc Open Presented by Discraft",2017,2017-08-25,1891
"42874","Nikko Locastro","Pittsburgh Flying Disc Open Presented by Discraft",2017,2017-08-25,1875
"42899","James Conrad","Pittsburgh Flying Disc Open Presented by Discraft",2017,2017-08-25,1812
"42967","Paul McBeth","Pittsburgh Flying Disc Open Presented by Discraft",2017,2017-08-25,1989
"43035","Jeremy Koling","Pittsburgh Flying Disc Open Presented by Discraft",2017,2017-08-25,1893
"43070","Eagle McMahon","Pittsburgh Flying Disc Open Presented by Discraft",2017,2017-08-25,1869
"43074","Richard Wysocki","Pittsburgh Flying Disc Open Presented by Discraft",2017,2017-08-25,1979
"43136","Corey Ellis","Pittsburgh Flying Disc Open Presented by Discraft",2017,2017-08-25,1561
"43173","Drew Gibson","Pittsburgh Flying Disc Open Presented by Discraft",2017,2017-08-25,1851
"43233","Eric Oakley","Pittsburgh Flying Disc Open Presented by Discraft",2017,2017-08-25,1757
"43351","Chris Dickerson","Pittsburgh Flying Disc Open Presented by Discraft",2017,2017-08-25,1811
"43363","Andrew Presnell","Pittsburgh Flying Disc Open Presented by Discraft",2017,2017-08-25,1692
"43480","Thomas Gilbert","Pittsburgh Flying Disc Open Presented by Discraft",2017,2017-08-25,1531
"43503","Simon Lizotte","USDGC",2017,2017-10-04,1896
"43526","Nikko Locastro","USDGC",2017,2017-10-04,1844
"43551","James Conrad","USDGC",2017,2017-10-04,1816
"43619","Paul McBeth","USDGC",2017,2017-10-04,1999
"43687","Jeremy Koling","USDGC",2017,2017-10-04,1893
"43722","Eagle McMahon","USDGC",2017,2017-10-04,1878
"43726","Richard Wysocki","USDGC",2017,2017-10-04,1989
"43764","Kevin Jones","USDGC",2017,2017-10-04,1690
"43825","Drew Gibson","USDGC",2017,2017-10-04,1857
"43845","Chris Clemons","USDGC",2017,2017-10-04,1755
"43885","Eric Oakley","USDGC",2017,2017-10-04,1775
"43939","Adam Hammes","USDGC",2017,2017-10-04,1690
"44003","Chris Dickerson","USDGC",2017,2017-10-04,1834
"44015","Andrew Presnell","USDGC",2017,2017-10-04,1702
"44155","Simon Lizotte","HOFC",2017,2017-10-13,1905
"44178","Nikko Locastro","HOFC",2017,2017-10-13,1890
"44203","James Conrad","HOFC",2017,2017-10-13,1828
"44271","Paul McBeth","HOFC",2017,2017-10-13,2004
"44339","Jeremy Koling","HOFC",2017,2017-10-13,1903
"44378","Richard Wysocki","HOFC",2017,2017-10-13,1990
"44477","Drew Gibson","HOFC",2017,2017-10-13,1853
"44537","Eric Oakley","HOFC",2017,2017-10-13,1778
"44655","Chris Dickerson","HOFC",2017,2017-10-13,1840
"44824","Simon Lizotte","LVC",2018,2018-02-22,1866
"44868","Nikko Locastro","LVC",2018,2018-02-22,1862
"44910","James Conrad","LVC",2018,2018-02-22,1785
"45019","Paul McBeth","LVC",2018,2018-02-22,1922
"45130","Jeremy Koling","LVC",2018,2018-02-22,1811
"45198","Eagle McMahon","LVC",2018,2018-02-22,1854
"45201","Richard Wysocki","LVC",2018,2018-02-22,1935
"45259","Kevin Jones","LVC",2018,2018-02-22,1698
"45385","Drew Gibson","LVC",2018,2018-02-22,1821
"45423","Chris Clemons","LVC",2018,2018-02-22,1745
"45478","Eric Oakley","LVC",2018,2018-02-22,1746
"45692","Andrew Presnell","LVC",2018,2018-02-22,1699
"45817","Joel Freeman","LVC",2018,2018-02-22,1705
"46107","Thomas Gilbert","LVC",2018,2018-02-22,1576
"46329","Simon Lizotte","Memorial",2018,2018-02-28,1885
"46373","Nikko Locastro","Memorial",2018,2018-02-28,1872
"46391","Garrett Gurthie","Memorial",2018,2018-02-28,1627
"46415","James Conrad","Memorial",2018,2018-02-28,1803
"46524","Paul McBeth","Memorial",2018,2018-02-28,1943
"46635","Jeremy Koling","Memorial",2018,2018-02-28,1831
"46703","Eagle McMahon","Memorial",2018,2018-02-28,1873
"46706","Richard Wysocki","Memorial",2018,2018-02-28,1944
"46764","Kevin Jones","Memorial",2018,2018-02-28,1722
"46890","Drew Gibson","Memorial",2018,2018-02-28,1834
"46928","Chris Clemons","Memorial",2018,2018-02-28,1759
"46983","Eric Oakley","Memorial",2018,2018-02-28,1768
"47197","Andrew Presnell","Memorial",2018,2018-02-28,1713
"47322","Joel Freeman","Memorial",2018,2018-02-28,1723
"47612","Thomas Gilbert","Memorial",2018,2018-02-28,1628
"47834","Simon Lizotte","Waco",2018,2018-03-15,1885
"47878","Nikko Locastro","Waco",2018,2018-03-15,1873
"47896","Garrett Gurthie","Waco",2018,2018-03-15,1675
"47920","James Conrad","Waco",2018,2018-03-15,1815
"48029","Paul McBeth","Waco",2018,2018-03-15,1949
"48140","Jeremy Koling","Waco",2018,2018-03-15,1847
"48211","Richard Wysocki","Waco",2018,2018-03-15,1946
"48269","Kevin Jones","Waco",2018,2018-03-15,1740
"48395","Drew Gibson","Waco",2018,2018-03-15,1845
"48433","Chris Clemons","Waco",2018,2018-03-15,1774
"48488","Eric Oakley","Waco",2018,2018-03-15,1784
"48702","Andrew Presnell","Waco",2018,2018-03-15,1735
"48827","Joel Freeman","Waco",2018,2018-03-15,1737
"49117","Thomas Gilbert","Waco",2018,2018-03-15,1642
"50906","Garrett Gurthie","Jonesboro",2018,2018-04-06,1716
"50930","James Conrad","Jonesboro",2018,2018-04-06,1831
"51039","Paul McBeth","Jonesboro",2018,2018-04-06,1950
"51110","Bradley Williams","Jonesboro",2018,2018-04-06,1793
"51150","Jeremy Koling","Jonesboro",2018,2018-04-06,1848
"51218","Eagle McMahon","Jonesboro",2018,2018-04-06,1882
"51221","Richard Wysocki","Jonesboro",2018,2018-04-06,1957
"51279","Kevin Jones","Jonesboro",2018,2018-04-06,1758
"51405","Drew Gibson","Jonesboro",2018,2018-04-06,1850
"51443","Chris Clemons","Jonesboro",2018,2018-04-06,1776
"51498","Eric Oakley","Jonesboro",2018,2018-04-06,1804
"51680","Chris Dickerson","Jonesboro",2018,2018-04-06,1817
"51712","Andrew Presnell","Jonesboro",2018,2018-04-06,1747
"51837","Joel Freeman","Jonesboro",2018,2018-04-06,1758
"52127","Thomas Gilbert","Jonesboro",2018,2018-04-06,1661
"55359","Simon Lizotte","DDO",2018,2018-04-26,1894
"55403","Nikko Locastro","DDO",2018,2018-04-26,1876
"55421","Garrett Gurthie","DDO",2018,2018-04-26,1728
"55445","James Conrad","DDO",2018,2018-04-26,1832
"55554","Paul McBeth","DDO",2018,2018-04-26,1948
"55665","Jeremy Koling","DDO",2018,2018-04-26,1854
"55733","Eagle McMahon","DDO",2018,2018-04-26,1894
"55736","Richard Wysocki","DDO",2018,2018-04-26,1963
"55794","Kevin Jones","DDO",2018,2018-04-26,1776
"55920","Drew Gibson","DDO",2018,2018-04-26,1864
"55958","Chris Clemons","DDO",2018,2018-04-26,1779
"56013","Eric Oakley","DDO",2018,2018-04-26,1808
"56195","Chris Dickerson","DDO",2018,2018-04-26,1822
"56227","Andrew Presnell","DDO",2018,2018-04-26,1760
"56352","Joel Freeman","DDO",2018,2018-04-26,1762
"56642","Thomas Gilbert","DDO",2018,2018-04-26,1660
"58369","Simon Lizotte","Masters Cup",2018,2018-05-18,1884
"58431","Garrett Gurthie","Masters Cup",2018,2018-05-18,1737
"58455","James Conrad","Masters Cup",2018,2018-05-18,1812
"58564","Paul McBeth","Masters Cup",2018,2018-05-18,1957
"58635","Bradley Williams","Masters Cup",2018,2018-05-18,1804
"58675","Jeremy Koling","Masters Cup",2018,2018-05-18,1856
"58743","Eagle McMahon","Masters Cup",2018,2018-05-18,1903
"58746","Richard Wysocki","Masters Cup",2018,2018-05-18,1967
"58804","Kevin Jones","Masters Cup",2018,2018-05-18,1790
"58930","Drew Gibson","Masters Cup",2018,2018-05-18,1864
"59023","Eric Oakley","Masters Cup",2018,2018-05-18,1814
"59874","Simon Lizotte","San Francisco",2018,2018-05-25,1902
"59936","Garrett Gurthie","San Francisco",2018,2018-05-25,1758
"59960","James Conrad","San Francisco",2018,2018-05-25,1834
"60069","Paul McBeth","San Francisco",2018,2018-05-25,1963
"60140","Bradley Williams","San Francisco",2018,2018-05-25,1812
"60180","Jeremy Koling","San Francisco",2018,2018-05-25,1864
"60248","Eagle McMahon","San Francisco",2018,2018-05-25,1911
"60251","Richard Wysocki","San Francisco",2018,2018-05-25,1968
"60309","Kevin Jones","San Francisco",2018,2018-05-25,1796
"60435","Drew Gibson","San Francisco",2018,2018-05-25,1872
"60528","Eric Oakley","San Francisco",2018,2018-05-25,1823
"62884","Simon Lizotte","Beaver",2018,2018-06-08,1904
"62946","Garrett Gurthie","Beaver",2018,2018-06-08,1791
"62970","James Conrad","Beaver",2018,2018-06-08,1852
"63079","Paul McBeth","Beaver",2018,2018-06-08,1969
"63150","Bradley Williams","Beaver",2018,2018-06-08,1829
"63190","Jeremy Koling","Beaver",2018,2018-06-08,1871
"63258","Eagle McMahon","Beaver",2018,2018-06-08,1924
"63261","Richard Wysocki","Beaver",2018,2018-06-08,1976
"63319","Kevin Jones","Beaver",2018,2018-06-08,1822
"63445","Drew Gibson","Beaver",2018,2018-06-08,1883
"63483","Chris Clemons","Beaver",2018,2018-06-08,1789
"63538","Eric Oakley","Beaver",2018,2018-06-08,1834
"63877","Joel Freeman","Beaver",2018,2018-06-08,1771
"65894","Simon Lizotte","Sula",2018,2018-06-22,1915
"67461","Garrett Gurthie","Utah",2018,2018-06-22,1792
"67485","James Conrad","Utah",2018,2018-06-22,1856
"67594","Paul McBeth","Utah",2018,2018-06-22,1976
"67665","Bradley Williams","Utah",2018,2018-06-22,1821
"67705","Jeremy Koling","Utah",2018,2018-06-22,1864
"67773","Eagle McMahon","Utah",2018,2018-06-22,1933
"67776","Richard Wysocki","Utah",2018,2018-06-22,1983
"67834","Kevin Jones","Utah",2018,2018-06-22,1826
"67960","Drew Gibson","Utah",2018,2018-06-22,1885
"67998","Chris Clemons","Utah",2018,2018-06-22,1792
"68053","Eric Oakley","Utah",2018,2018-06-22,1823
"68267","Andrew Presnell","Utah",2018,2018-06-22,1770
"68392","Joel Freeman","Utah",2018,2018-06-22,1789
"69281","Richard Wysocki","Skellefteå",2018,2018-07-06,1987
"70453","Nikko Locastro","DGLO",2018,2018-07-06,1879
"70471","Garrett Gurthie","DGLO",2018,2018-07-06,1801
"70495","James Conrad","DGLO",2018,2018-07-06,1860
"70604","Paul McBeth","DGLO",2018,2018-07-06,1982
"70675","Bradley Williams","DGLO",2018,2018-07-06,1822
"70715","Jeremy Koling","DGLO",2018,2018-07-06,1852
"70844","Kevin Jones","DGLO",2018,2018-07-06,1834
"70904","Corey Ellis","DGLO",2018,2018-07-06,1599
"70970","Drew Gibson","DGLO",2018,2018-07-06,1878
"71008","Chris Clemons","DGLO",2018,2018-07-06,1794
"71063","Eric Oakley","DGLO",2018,2018-07-06,1832
"71128","Adam Hammes","DGLO",2018,2018-07-06,1679
"71277","Andrew Presnell","DGLO",2018,2018-07-06,1775
"71692","Thomas Gilbert","DGLO",2018,2018-07-06,1684
"71914","Simon Lizotte","Konopiste",2018,2018-07-12,1924
"72109","Paul McBeth","Konopiste",2018,2018-07-12,1985
"72220","Jeremy Koling","Konopiste",2018,2018-07-12,1865
"72288","Eagle McMahon","Konopiste",2018,2018-07-12,1941
"72291","Richard Wysocki","Konopiste",2018,2018-07-12,1986
"73419","Simon Lizotte","Ale",2018,2018-07-20,1915
"73725","Jeremy Koling","Ale",2018,2018-07-20,1851
"73796","Richard Wysocki","Ale",2018,2018-07-20,1956
"74968","Nikko Locastro","Idlewild",2018,2018-07-20,1881
"74986","Garrett Gurthie","Idlewild",2018,2018-07-20,1805
"75010","James Conrad","Idlewild",2018,2018-07-20,1870
"75119","Paul McBeth","Idlewild",2018,2018-07-20,1990
"75190","Bradley Williams","Idlewild",2018,2018-07-20,1828
"75359","Kevin Jones","Idlewild",2018,2018-07-20,1839
"75419","Corey Ellis","Idlewild",2018,2018-07-20,1641
"75444","Calvin Heimburg","Idlewild",2018,2018-07-20,1728
"75485","Drew Gibson","Idlewild",2018,2018-07-20,1889
"75523","Chris Clemons","Idlewild",2018,2018-07-20,1797
"75578","Eric Oakley","Idlewild",2018,2018-07-20,1839
"75643","Adam Hammes","Idlewild",2018,2018-07-20,1698
"75760","Chris Dickerson","Idlewild",2018,2018-07-20,1830
"77978","Nikko Locastro","Ledgestone",2018,2018-08-09,1883
"77996","Garrett Gurthie","Ledgestone",2018,2018-08-09,1825
"78020","James Conrad","Ledgestone",2018,2018-08-09,1885
"78027","Matthew Orum","Ledgestone",2018,2018-08-09,1802
"78129","Paul McBeth","Ledgestone",2018,2018-08-09,1995
"78240","Jeremy Koling","Ledgestone",2018,2018-08-09,1879
"78311","Richard Wysocki","Ledgestone",2018,2018-08-09,1998
"78369","Kevin Jones","Ledgestone",2018,2018-08-09,1862
"78429","Corey Ellis","Ledgestone",2018,2018-08-09,1685
"78454","Calvin Heimburg","Ledgestone",2018,2018-08-09,1762
"78495","Drew Gibson","Ledgestone",2018,2018-08-09,1901
"78533","Chris Clemons","Ledgestone",2018,2018-08-09,1806
"78588","Eric Oakley","Ledgestone",2018,2018-08-09,1840
"78653","Adam Hammes","Ledgestone",2018,2018-08-09,1704
"78770","Chris Dickerson","Ledgestone",2018,2018-08-09,1850
"78802","Andrew Presnell","Ledgestone",2018,2018-08-09,1790
"78927","Joel Freeman","Ledgestone",2018,2018-08-09,1801
"79217","Thomas Gilbert","Ledgestone",2018,2018-08-09,1698
"79439","Simon Lizotte","European Disc Golf Championships",2018,2018-08-15,1932
"80944","Simon Lizotte","MVP",2018,2018-08-24,1934
"80988","Nikko Locastro","MVP",2018,2018-08-24,1893
"81006","Garrett Gurthie","MVP",2018,2018-08-24,1823
"81030","James Conrad","MVP",2018,2018-08-24,1895
"81037","Matthew Orum","MVP",2018,2018-08-24,1812
"81139","Paul McBeth","MVP",2018,2018-08-24,1999
"81250","Jeremy Koling","MVP",2018,2018-08-24,1875
"81318","Eagle McMahon","MVP",2018,2018-08-24,1945
"81321","Richard Wysocki","MVP",2018,2018-08-24,1987
"81379","Kevin Jones","MVP",2018,2018-08-24,1864
"81464","Calvin Heimburg","MVP",2018,2018-08-24,1783
"81505","Drew Gibson","MVP",2018,2018-08-24,1902
"81543","Chris Clemons","MVP",2018,2018-08-24,1816
"81598","Eric Oakley","MVP",2018,2018-08-24,1846
"81780","Chris Dickerson","MVP",2018,2018-08-24,1856
"81812","Andrew Presnell","MVP",2018,2018-08-24,1794
"81937","Joel Freeman","MVP",2018,2018-08-24,1808
"82227","Thomas Gilbert","MVP",2018,2018-08-24,1713
"83954","Simon Lizotte","World",2018,2018-09-05,1939
"83998","Nikko Locastro","World",2018,2018-09-05,1907
"84016","Garrett Gurthie","World",2018,2018-09-05,1841
"84040","James Conrad","World",2018,2018-09-05,1911
"84047","Matthew Orum","World",2018,2018-09-05,1838
"84149","Paul McBeth","World",2018,2018-09-05,2006
"84220","Bradley Williams","World",2018,2018-09-05,1850
"84260","Jeremy Koling","World",2018,2018-09-05,1891
"84328","Eagle McMahon","World",2018,2018-09-05,1951
"84331","Richard Wysocki","World",2018,2018-09-05,2005
"84389","Kevin Jones","World",2018,2018-09-05,1879
"84474","Calvin Heimburg","World",2018,2018-09-05,1809
"84515","Drew Gibson","World",2018,2018-09-05,1907
"84553","Chris Clemons","World",2018,2018-09-05,1838
"84608","Eric Oakley","World",2018,2018-09-05,1855
"84673","Adam Hammes","World",2018,2018-09-05,1741
"84790","Chris Dickerson","World",2018,2018-09-05,1872
"84822","Andrew Presnell","World",2018,2018-09-05,1821
"84947","Joel Freeman","World",2018,2018-09-05,1827
"85237","Thomas Gilbert","World",2018,2018-09-05,1740
"85545","James Conrad","Delaware",2018,2018-09-14,1906
"85654","Paul McBeth","Delaware",2018,2018-09-14,2018
"85765","Jeremy Koling","Delaware",2018,2018-09-14,1896
"85833","Eagle McMahon","Delaware",2018,2018-09-14,1958
"85836","Richard Wysocki","Delaware",2018,2018-09-14,2015
"85894","Kevin Jones","Delaware",2018,2018-09-14,1883
"85979","Calvin Heimburg","Delaware",2018,2018-09-14,1822
"86020","Drew Gibson","Delaware",2018,2018-09-14,1909
"86113","Eric Oakley","Delaware",2018,2018-09-14,1852
"86452","Joel Freeman","Delaware",2018,2018-09-14,1836
"86964","Simon Lizotte","USDGC",2018,2018-10-03,1944
"87008","Nikko Locastro","USDGC",2018,2018-10-03,1922
"87026","Garrett Gurthie","USDGC",2018,2018-10-03,1871
"87050","James Conrad","USDGC",2018,2018-10-03,1937
"87057","Matthew Orum","USDGC",2018,2018-10-03,1862
"87159","Paul McBeth","USDGC",2018,2018-10-03,2030
"87270","Jeremy Koling","USDGC",2018,2018-10-03,1913
"87338","Eagle McMahon","USDGC",2018,2018-10-03,1973
"87341","Richard Wysocki","USDGC",2018,2018-10-03,2025
"87399","Kevin Jones","USDGC",2018,2018-10-03,1908
"87484","Calvin Heimburg","USDGC",2018,2018-10-03,1846
"87525","Drew Gibson","USDGC",2018,2018-10-03,1921
"87563","Chris Clemons","USDGC",2018,2018-10-03,1859
"87618","Eric Oakley","USDGC",2018,2018-10-03,1876
"87683","Adam Hammes","USDGC",2018,2018-10-03,1778
"87800","Chris Dickerson","USDGC",2018,2018-10-03,1896
"87832","Andrew Presnell","USDGC",2018,2018-10-03,1844
"87957","Joel Freeman","USDGC",2018,2018-10-03,1863
"88469","Simon Lizotte","HOFC",2018,2018-10-12,1937
"88531","Garrett Gurthie","HOFC",2018,2018-10-12,1879
"88555","James Conrad","HOFC",2018,2018-10-12,1946
"88664","Paul McBeth","HOFC",2018,2018-10-12,2041
"88843","Eagle McMahon","HOFC",2018,2018-10-12,1983
"88846","Richard Wysocki","HOFC",2018,2018-10-12,2029
"88904","Kevin Jones","HOFC",2018,2018-10-12,1918
"88989","Calvin Heimburg","HOFC",2018,2018-10-12,1853
