"","Name","Event","Year","Date","Elo","dElo"
"91601","Drew Gibson","Memorial",2019,2019-02-28,1741.7,-8.9
"91631","Chris Clemons","Memorial",2019,2019-02-28,1706.5,8.3
"91734","Adam Hammes","Memorial",2019,2019-02-28,1648.2,17.2
"91839","Andrew Presnell","Memorial",2019,2019-02-28,1701.4,6.8
"91939","Joel Freeman","Memorial",2019,2019-02-28,1700.7,3.8
"92040","Andrew Marwede","Memorial",2019,2019-02-28,1589.4,13.6
"92473","Simon Lizotte","Waco",2019,2019-03-14,1779.8,3.9
"92502","Garrett Gurthie","Waco",2019,2019-03-14,1712.5,6.2
"92515","James Conrad","Waco",2019,2019-03-14,1757.6,6
"92524","Matthew Orum","Waco",2019,2019-03-14,1704.2,3.8
"92590","Paul McBeth","Waco",2019,2019-03-14,1832.3,6.2
"92708","Eagle McMahon","Waco",2019,2019-03-14,1808,3.3
"92712","Richard Wysocki","Waco",2019,2019-03-14,1828,4.8
"92763","Kevin Jones","Waco",2019,2019-03-14,1740.6,0.9
"92807","Corey Ellis","Waco",2019,2019-03-14,1587.8,0.2
"92832","Calvin Heimburg","Waco",2019,2019-03-14,1707.5,2.3
"92884","Chris Clemons","Waco",2019,2019-03-14,1708.2,1.7
"92987","Adam Hammes","Waco",2019,2019-03-14,1658.8,10.6
"93092","Andrew Presnell","Waco",2019,2019-03-14,1707.8,6.4
"93192","Joel Freeman","Waco",2019,2019-03-14,1702.3,1.6
"93293","Andrew Marwede","Waco",2019,2019-03-14,1600,10.6
"93726","Simon Lizotte","Jonesboro",2019,2019-04-12,1786.2,6.3
"93755","Garrett Gurthie","Jonesboro",2019,2019-04-12,1724.8,12.3
"93768","James Conrad","Jonesboro",2019,2019-04-12,1761.1,3.5
"93777","Matthew Orum","Jonesboro",2019,2019-04-12,1713,8.8
"93843","Paul McBeth","Jonesboro",2019,2019-04-12,1839.3,7.1
"93961","Eagle McMahon","Jonesboro",2019,2019-04-12,1813.8,5.7
"93965","Richard Wysocki","Jonesboro",2019,2019-04-12,1827.9,-0.1
"94016","Kevin Jones","Jonesboro",2019,2019-04-12,1747.2,6.6
"94085","Calvin Heimburg","Jonesboro",2019,2019-04-12,1712.6,5
"94137","Chris Clemons","Jonesboro",2019,2019-04-12,1711.4,3.2
"94240","Adam Hammes","Jonesboro",2019,2019-04-12,1668,9.2
"94320","Chris Dickerson","Jonesboro",2019,2019-04-12,1739.3,10.5
"94345","Andrew Presnell","Jonesboro",2019,2019-04-12,1715.5,7.8
"94445","Joel Freeman","Jonesboro",2019,2019-04-12,1707.3,5
"94546","Andrew Marwede","Jonesboro",2019,2019-04-12,1614.8,14.8
"96232","Simon Lizotte","DDO",2019,2019-04-24,1781.9,-4.3
"96261","Garrett Gurthie","DDO",2019,2019-04-24,1716.1,-8.7
"96274","James Conrad","DDO",2019,2019-04-24,1760.9,-0.1
"96286","Nate Sexton","DDO",2019,2019-04-24,1776.7,6.3
"96349","Paul McBeth","DDO",2019,2019-04-24,1844.6,5.3
"96467","Eagle McMahon","DDO",2019,2019-04-24,1818.4,4.6
"96471","Richard Wysocki","DDO",2019,2019-04-24,1833.2,5.3
"96522","Kevin Jones","DDO",2019,2019-04-24,1751.9,4.7
"96591","Calvin Heimburg","DDO",2019,2019-04-24,1722.9,10.4
"96613","Drew Gibson","DDO",2019,2019-04-24,1733.2,-8.5
"96643","Chris Clemons","DDO",2019,2019-04-24,1712.1,0.7
"96746","Adam Hammes","DDO",2019,2019-04-24,1681.2,13.2
"96826","Chris Dickerson","DDO",2019,2019-04-24,1746.7,7.4
"96851","Andrew Presnell","DDO",2019,2019-04-24,1717.8,2.3
"96951","Joel Freeman","DDO",2019,2019-04-24,1709.8,2.5
"97052","Andrew Marwede","DDO",2019,2019-04-24,1625.6,10.8
"97374","Alden Harris","DDO",2019,2019-04-24,1512.6,6.1
"98738","Simon Lizotte","San Francisco",2019,2019-05-10,1786,4.1
"98761","Nikko Locastro","San Francisco",2019,2019-05-10,1730.4,-6.2
"98767","Garrett Gurthie","San Francisco",2019,2019-05-10,1720.7,4.6
"98780","James Conrad","San Francisco",2019,2019-05-10,1765.2,4.2
"98789","Matthew Orum","San Francisco",2019,2019-05-10,1719.9,6.9
"98855","Paul McBeth","San Francisco",2019,2019-05-10,1848.5,3.9
"98973","Eagle McMahon","San Francisco",2019,2019-05-10,1823.1,4.7
"98977","Richard Wysocki","San Francisco",2019,2019-05-10,1840.1,6.8
"99028","Kevin Jones","San Francisco",2019,2019-05-10,1758,6.1
"99097","Calvin Heimburg","San Francisco",2019,2019-05-10,1730.7,7.7
"99119","Drew Gibson","San Francisco",2019,2019-05-10,1738.4,5.2
"99149","Chris Clemons","San Francisco",2019,2019-05-10,1714.2,2
"99252","Adam Hammes","San Francisco",2019,2019-05-10,1691.4,10.2
"99357","Andrew Presnell","San Francisco",2019,2019-05-10,1719.6,1.8
"99457","Joel Freeman","San Francisco",2019,2019-05-10,1713.2,3.4
"101244","Simon Lizotte","Masters Cup",2019,2019-05-18,1793.4,7.4
"101273","Garrett Gurthie","Masters Cup",2019,2019-05-18,1735.4,14.6
"101286","James Conrad","Masters Cup",2019,2019-05-18,1771.2,6.1
"101295","Matthew Orum","Masters Cup",2019,2019-05-18,1726.6,6.7
"101298","Nate Sexton","Masters Cup",2019,2019-05-18,1774.4,-2.4
"101361","Paul McBeth","Masters Cup",2019,2019-05-18,1850.2,1.8
"101479","Eagle McMahon","Masters Cup",2019,2019-05-18,1825,1.9
"101483","Richard Wysocki","Masters Cup",2019,2019-05-18,1843.8,3.7
"101534","Kevin Jones","Masters Cup",2019,2019-05-18,1762.5,4.5
"101603","Calvin Heimburg","Masters Cup",2019,2019-05-18,1740.4,9.8
"101625","Drew Gibson","Masters Cup",2019,2019-05-18,1743.4,5
"101655","Chris Clemons","Masters Cup",2019,2019-05-18,1719.3,5.2
"101758","Adam Hammes","Masters Cup",2019,2019-05-18,1695.9,4.5
"101863","Andrew Presnell","Masters Cup",2019,2019-05-18,1725.2,5.6
"101963","Joel Freeman","Masters Cup",2019,2019-05-18,1711.8,-1.4
"103750","Simon Lizotte","Portland",2019,2019-05-25,1798.6,5.2
"103779","Garrett Gurthie","Portland",2019,2019-05-25,1739.8,4.4
"103792","James Conrad","Portland",2019,2019-05-25,1777.3,6.1
"103801","Matthew Orum","Portland",2019,2019-05-25,1730,3.4
"103804","Nate Sexton","Portland",2019,2019-05-25,1780.2,5.9
"103985","Eagle McMahon","Portland",2019,2019-05-25,1828.4,3.4
"103989","Richard Wysocki","Portland",2019,2019-05-25,1845,1.3
"104040","Kevin Jones","Portland",2019,2019-05-25,1766,3.5
"104109","Calvin Heimburg","Portland",2019,2019-05-25,1743,2.6
"104131","Drew Gibson","Portland",2019,2019-05-25,1751.9,8.5
"104161","Chris Clemons","Portland",2019,2019-05-25,1721.7,2.4
"104264","Adam Hammes","Portland",2019,2019-05-25,1701.4,5.5
"104369","Andrew Presnell","Portland",2019,2019-05-25,1730.4,5.2
"104469","Joel Freeman","Portland",2019,2019-05-25,1716.7,4.9
"105003","Simon Lizotte","Beaver",2019,2019-06-07,1802.3,3.6
"105032","Garrett Gurthie","Beaver",2019,2019-06-07,1741.9,2.2
"105045","James Conrad","Beaver",2019,2019-06-07,1780.2,2.9
"105057","Nate Sexton","Beaver",2019,2019-06-07,1782,1.7
"105238","Eagle McMahon","Beaver",2019,2019-06-07,1836.6,8.2
"105242","Richard Wysocki","Beaver",2019,2019-06-07,1846.7,1.7
"105293","Kevin Jones","Beaver",2019,2019-06-07,1766.3,0.3
"105362","Calvin Heimburg","Beaver",2019,2019-06-07,1747.6,4.6
"105384","Drew Gibson","Beaver",2019,2019-06-07,1739.2,-12.7
"105414","Chris Clemons","Beaver",2019,2019-06-07,1725.3,3.6
"105517","Adam Hammes","Beaver",2019,2019-06-07,1682.6,-18.8
"105622","Andrew Presnell","Beaver",2019,2019-06-07,1731.2,0.8
"105722","Joel Freeman","Beaver",2019,2019-06-07,1726,9.3
"108762","Simon Lizotte","Ledgestone",2019,2019-06-21,1802.6,0.4
"108785","Nikko Locastro","Ledgestone",2019,2019-06-21,1728.9,-1.5
"108791","Garrett Gurthie","Ledgestone",2019,2019-06-21,1747.9,6
"108804","James Conrad","Ledgestone",2019,2019-06-21,1776.4,-3.9
"108813","Matthew Orum","Ledgestone",2019,2019-06-21,1732.9,2.9
"108879","Paul McBeth","Ledgestone",2019,2019-06-21,1855.9,5.7
"109001","Richard Wysocki","Ledgestone",2019,2019-06-21,1850.9,4.2
"109052","Kevin Jones","Ledgestone",2019,2019-06-21,1772.5,6.2
"109096","Corey Ellis","Ledgestone",2019,2019-06-21,1598,10.2
"109121","Calvin Heimburg","Ledgestone",2019,2019-06-21,1743.4,-4.2
"109143","Drew Gibson","Ledgestone",2019,2019-06-21,1742.8,3.5
"109173","Chris Clemons","Ledgestone",2019,2019-06-21,1726.8,1.5
"109276","Adam Hammes","Ledgestone",2019,2019-06-21,1687,4.4
"109356","Chris Dickerson","Ledgestone",2019,2019-06-21,1747.1,0.4
"109381","Andrew Presnell","Ledgestone",2019,2019-06-21,1729.1,-2.1
"109582","Andrew Marwede","Ledgestone",2019,2019-06-21,1638.2,12.6
"109904","Alden Harris","Ledgestone",2019,2019-06-21,1517,4.4
"111268","Simon Lizotte","Tyyni",2019,2019-06-27,1795.4,-7.2
"111503","Eagle McMahon","Tyyni",2019,2019-06-27,1840.9,4.3
"112544","Nikko Locastro","DGLO",2019,2019-07-05,1734.3,5.4
"112550","Garrett Gurthie","DGLO",2019,2019-07-05,1749.5,1.6
"112638","Paul McBeth","DGLO",2019,2019-07-05,1861.6,5.7
"112811","Kevin Jones","DGLO",2019,2019-07-05,1780.7,8.2
"112880","Calvin Heimburg","DGLO",2019,2019-07-05,1749.2,5.8
"112932","Chris Clemons","DGLO",2019,2019-07-05,1730,3.2
"113035","Adam Hammes","DGLO",2019,2019-07-05,1695.5,8.4
"113140","Andrew Presnell","DGLO",2019,2019-07-05,1731.8,2.7
"113240","Joel Freeman","DGLO",2019,2019-07-05,1724.8,-1.2
"113341","Andrew Marwede","DGLO",2019,2019-07-05,1644.2,6
"113816","James Conrad","Estonian Open",2019,2019-07-11,1777.1,0.7
"114009","Eagle McMahon","Estonian Open",2019,2019-07-11,1828.9,-12
"114013","Richard Wysocki","Estonian Open",2019,2019-07-11,1850,-1
"114064","Kevin Jones","Estonian Open",2019,2019-07-11,1783.9,3.3
"115027","Simon Lizotte","European Open",2019,2019-07-18,1794,-1.4
"115069","James Conrad","European Open",2019,2019-07-18,1779.1,2
"115081","Nate Sexton","European Open",2019,2019-07-18,1778.4,-3.6
"115144","Paul McBeth","European Open",2019,2019-07-18,1862.5,0.9
"115262","Eagle McMahon","European Open",2019,2019-07-18,1830.2,1.4
"115266","Richard Wysocki","European Open",2019,2019-07-18,1844.8,-5.2
"115317","Kevin Jones","European Open",2019,2019-07-18,1783.5,-0.4
"116309","Garrett Gurthie","Idlewild",2019,2019-07-26,1757.2,7.7
"116322","James Conrad","Idlewild",2019,2019-07-26,1786,6.9
"116331","Matthew Orum","Idlewild",2019,2019-07-26,1739.2,6.4
"116570","Kevin Jones","Idlewild",2019,2019-07-26,1791.4,7.9
"116614","Corey Ellis","Idlewild",2019,2019-07-26,1613.4,15.5
"116639","Calvin Heimburg","Idlewild",2019,2019-07-26,1756,6.8
"116691","Chris Clemons","Idlewild",2019,2019-07-26,1735.6,5.7
"116874","Chris Dickerson","Idlewild",2019,2019-07-26,1749.5,2.4
"116999","Joel Freeman","Idlewild",2019,2019-07-26,1732,7.2
"117100","Andrew Marwede","Idlewild",2019,2019-07-26,1654.8,10.6
"117533","Simon Lizotte","World",2019,2019-08-13,1802.8,8.8
"117556","Nikko Locastro","World",2019,2019-08-13,1745.8,11.5
"117562","Garrett Gurthie","World",2019,2019-08-13,1768.2,11.1
"117575","James Conrad","World",2019,2019-08-13,1796.3,10.3
"117584","Matthew Orum","World",2019,2019-08-13,1749.6,10.4
"117587","Nate Sexton","World",2019,2019-08-13,1787.7,9.3
"117650","Paul McBeth","World",2019,2019-08-13,1869.8,7.2
"117768","Eagle McMahon","World",2019,2019-08-13,1835,4.8
"117772","Richard Wysocki","World",2019,2019-08-13,1852,7.2
"117823","Kevin Jones","World",2019,2019-08-13,1800.5,9.1
"117867","Corey Ellis","World",2019,2019-08-13,1632.6,19.1
"117892","Calvin Heimburg","World",2019,2019-08-13,1766.4,10.4
"117914","Drew Gibson","World",2019,2019-08-13,1749.9,7.1
"117944","Chris Clemons","World",2019,2019-08-13,1747.1,11.5
"118047","Adam Hammes","World",2019,2019-08-13,1708.6,13.2
"118127","Chris Dickerson","World",2019,2019-08-13,1762.3,12.8
"118152","Andrew Presnell","World",2019,2019-08-13,1743.7,11.9
"118252","Joel Freeman","World",2019,2019-08-13,1742,10.1
"118310","Mason Ford","World",2019,2019-08-13,1543.4,43.4
"118353","Andrew Marwede","World",2019,2019-08-13,1671.6,16.8
"118786","Simon Lizotte","Delaware",2019,2019-08-23,1805.3,2.5
"118815","Garrett Gurthie","Delaware",2019,2019-08-23,1775.9,7.7
"118828","James Conrad","Delaware",2019,2019-08-23,1801.9,5.6
"119021","Eagle McMahon","Delaware",2019,2019-08-23,1836.9,1.9
"119025","Richard Wysocki","Delaware",2019,2019-08-23,1857.2,5.2
"119145","Calvin Heimburg","Delaware",2019,2019-08-23,1773.3,7
"119505","Joel Freeman","Delaware",2019,2019-08-23,1751.6,9.6
"119606","Andrew Marwede","Delaware",2019,2019-08-23,1686.8,15.2
"120039","Simon Lizotte","MVP",2019,2019-08-30,1811,5.8
"120062","Nikko Locastro","MVP",2019,2019-08-30,1750.2,4.4
"120068","Garrett Gurthie","MVP",2019,2019-08-30,1782.7,6.8
"120081","James Conrad","MVP",2019,2019-08-30,1806.4,4.5
"120090","Matthew Orum","MVP",2019,2019-08-30,1751.5,1.9
"120156","Paul McBeth","MVP",2019,2019-08-30,1874.1,4.3
"120278","Richard Wysocki","MVP",2019,2019-08-30,1857.3,0
"120329","Kevin Jones","MVP",2019,2019-08-30,1797.5,-3
"120398","Calvin Heimburg","MVP",2019,2019-08-30,1774.1,0.8
"120420","Drew Gibson","MVP",2019,2019-08-30,1750.3,0.4
"120450","Chris Clemons","MVP",2019,2019-08-30,1746.3,-0.8
"120553","Adam Hammes","MVP",2019,2019-08-30,1716.4,7.8
"120658","Andrew Presnell","MVP",2019,2019-08-30,1744.4,0.8
"120758","Joel Freeman","MVP",2019,2019-08-30,1759.7,8.1
"120859","Andrew Marwede","MVP",2019,2019-08-30,1694.3,7.5
"122545","Simon Lizotte","Green",2019,2019-09-12,1816.1,5.1
"122568","Nikko Locastro","Green",2019,2019-09-12,1760.1,9.9
"122574","Garrett Gurthie","Green",2019,2019-09-12,1786.1,3.3
"122587","James Conrad","Green",2019,2019-09-12,1806.4,-0.1
"122596","Matthew Orum","Green",2019,2019-09-12,1752.2,0.7
"122599","Nate Sexton","Green",2019,2019-09-12,1792.9,5.2
"122662","Paul McBeth","Green",2019,2019-09-12,1881.1,7
"122784","Richard Wysocki","Green",2019,2019-09-12,1852.9,-4.4
"122835","Kevin Jones","Green",2019,2019-09-12,1793.4,-4.1
"122904","Calvin Heimburg","Green",2019,2019-09-12,1777.4,3.3
"122926","Drew Gibson","Green",2019,2019-09-12,1750,-0.2
"122956","Chris Clemons","Green",2019,2019-09-12,1756.4,10.2
"123059","Adam Hammes","Green",2019,2019-09-12,1714.7,-1.7
"123139","Chris Dickerson","Green",2019,2019-09-12,1770.9,8.7
"123264","Joel Freeman","Green",2019,2019-09-12,1759.3,-0.5
"123365","Andrew Marwede","Green",2019,2019-09-12,1696.4,2.1
"123798","Simon Lizotte","USDGC",2019,2019-10-02,1802.7,-13.4
"123821","Nikko Locastro","USDGC",2019,2019-10-02,1771.3,11.2
"123827","Garrett Gurthie","USDGC",2019,2019-10-02,1789.1,3
"123840","James Conrad","USDGC",2019,2019-10-02,1813.8,7.4
"123852","Nate Sexton","USDGC",2019,2019-10-02,1796.5,3.6
"123915","Paul McBeth","USDGC",2019,2019-10-02,1856.2,-24.9
"124033","Eagle McMahon","USDGC",2019,2019-10-02,1839.1,2.2
"124088","Kevin Jones","USDGC",2019,2019-10-02,1790.7,-2.7
"124132","Corey Ellis","USDGC",2019,2019-10-02,1636.7,4.1
"124157","Calvin Heimburg","USDGC",2019,2019-10-02,1779.3,1.8
"124179","Drew Gibson","USDGC",2019,2019-10-02,1757.2,7.2
"124209","Chris Clemons","USDGC",2019,2019-10-02,1767.3,10.9
"124312","Adam Hammes","USDGC",2019,2019-10-02,1725.2,10.5
"124392","Chris Dickerson","USDGC",2019,2019-10-02,1780.6,9.7
"124417","Andrew Presnell","USDGC",2019,2019-10-02,1750.7,6.3
"124517","Joel Freeman","USDGC",2019,2019-10-02,1766.2,7
"124618","Andrew Marwede","USDGC",2019,2019-10-02,1707.3,10.9
"124784","Kyle Klein","USDGC",2019,2019-10-02,1556.9,37.7
"125051","Simon Lizotte","HOFC",2019,2019-10-11,1810.5,7.9
"125074","Nikko Locastro","HOFC",2019,2019-10-11,1775.4,4.1
"125080","Garrett Gurthie","HOFC",2019,2019-10-11,1796.3,7.3
"125093","James Conrad","HOFC",2019,2019-10-11,1816.1,2.3
"125105","Nate Sexton","HOFC",2019,2019-10-11,1794.1,-2.4
"125341","Kevin Jones","HOFC",2019,2019-10-11,1793.3,2.5
"125410","Calvin Heimburg","HOFC",2019,2019-10-11,1789.4,10.1
"125432","Drew Gibson","HOFC",2019,2019-10-11,1760.3,3.1
"125462","Chris Clemons","HOFC",2019,2019-10-11,1770.7,3.4
"125565","Adam Hammes","HOFC",2019,2019-10-11,1738.9,13.7
"125645","Chris Dickerson","HOFC",2019,2019-10-11,1790.3,9.7
"125670","Andrew Presnell","HOFC",2019,2019-10-11,1755,4.3
"125770","Joel Freeman","HOFC",2019,2019-10-11,1773.1,6.9
"125871","Andrew Marwede","HOFC",2019,2019-10-11,1713.3,6
"126193","Alden Harris","HOFC",2019,2019-10-11,1553.1,36.1
"126288","Simon Lizotte","Memorial",2020,2020-02-27,1785.1,5.6
"126298","Nikko Locastro","Memorial",2020,2020-02-27,1748.4,0.5
"126300","Garrett Gurthie","Memorial",2020,2020-02-27,1773.5,6.8
"126310","James Conrad","Memorial",2020,2020-02-27,1777.6,-6.9
"126317","Nate Sexton","Memorial",2020,2020-02-27,1763.6,-0.2
"126354","Paul McBeth","Memorial",2020,2020-02-27,1827.7,7.2
"126405","Eagle McMahon","Memorial",2020,2020-02-27,1813.6,8.5
"126408","Richard Wysocki","Memorial",2020,2020-02-27,1817.8,0.2
"126428","Kevin Jones","Memorial",2020,2020-02-27,1759.9,-4
"126463","Calvin Heimburg","Memorial",2020,2020-02-27,1773.5,13
"126475","Drew Gibson","Memorial",2020,2020-02-27,1744.2,9.9
"126502","Chris Clemons","Memorial",2020,2020-02-27,1744,0.4
"126574","Adam Hammes","Memorial",2020,2020-02-27,1720.1,5
"126736","Mason Ford","Memorial",2020,2020-02-27,1569.8,30.7
"126767","Andrew Marwede","Memorial",2020,2020-02-27,1685.7,-6.3
"127141","Simon Lizotte","Waco",2020,2020-03-12,1782.1,-3
"127151","Nikko Locastro","Waco",2020,2020-03-12,1751.6,3.1
"127153","Garrett Gurthie","Waco",2020,2020-03-12,1772.8,-0.7
"127163","James Conrad","Waco",2020,2020-03-12,1781.2,3.6
"127207","Paul McBeth","Waco",2020,2020-03-12,1830.8,3
"127229","Bradley Williams","Waco",2020,2020-03-12,1696.8,4.7
"127258","Eagle McMahon","Waco",2020,2020-03-12,1809.4,-4.2
"127261","Richard Wysocki","Waco",2020,2020-03-12,1811.4,-6.4
"127281","Kevin Jones","Waco",2020,2020-03-12,1761.9,2
"127316","Calvin Heimburg","Waco",2020,2020-03-12,1775.7,2.2
"127328","Drew Gibson","Waco",2020,2020-03-12,1745.6,1.5
"127355","Chris Clemons","Waco",2020,2020-03-12,1742.9,-1.1
"127427","Adam Hammes","Waco",2020,2020-03-12,1725.2,5.1
"127589","Mason Ford","Waco",2020,2020-03-12,1583.8,14
"127620","Andrew Marwede","Waco",2020,2020-03-12,1691.7,5.9
"127843","Alden Harris","Waco",2020,2020-03-12,1557.6,9.9
"127960","Ezra Aderhold","Waco",2020,2020-03-12,1542.7,17.1
"128847","Simon Lizotte","DDO",2020,2020-06-26,1780.5,-1.6
"128857","Nikko Locastro","DDO",2020,2020-06-26,1750.9,-0.7
"128869","James Conrad","DDO",2020,2020-06-26,1767,-14.2
"128913","Paul McBeth","DDO",2020,2020-06-26,1834.1,3.3
"128964","Eagle McMahon","DDO",2020,2020-06-26,1809.1,-0.3
"128967","Richard Wysocki","DDO",2020,2020-06-26,1811.2,-0.2
"128987","Kevin Jones","DDO",2020,2020-06-26,1762,0.1
"129022","Calvin Heimburg","DDO",2020,2020-06-26,1781.9,6.2
"129034","Drew Gibson","DDO",2020,2020-06-26,1747.2,1.6
"129182","Chris Dickerson","DDO",2020,2020-06-26,1762.7,1.4
"129197","Andrew Presnell","DDO",2020,2020-06-26,1729,-0.5
"129433","Kyle Klein","DDO",2020,2020-06-26,1561.5,10.3
"129666","Ezra Aderhold","DDO",2020,2020-06-26,1560.2,17.5
"129700","Simon Lizotte","Preserve",2020,2020-07-03,1787.9,7.4
"129710","Nikko Locastro","Preserve",2020,2020-07-03,1760.1,9.2
"129712","Garrett Gurthie","Preserve",2020,2020-07-03,1771.4,-1.5
"129722","James Conrad","Preserve",2020,2020-07-03,1773.2,6.2
"129817","Eagle McMahon","Preserve",2020,2020-07-03,1812.8,3.7
"129820","Richard Wysocki","Preserve",2020,2020-07-03,1809.9,-1.3
"129840","Kevin Jones","Preserve",2020,2020-07-03,1762.3,0.2
"129875","Calvin Heimburg","Preserve",2020,2020-07-03,1788.7,6.8
"129887","Drew Gibson","Preserve",2020,2020-07-03,1755.4,8.1
"129914","Chris Clemons","Preserve",2020,2020-07-03,1742.8,-0.1
"129986","Adam Hammes","Preserve",2020,2020-07-03,1729.2,4
"130050","Andrew Presnell","Preserve",2020,2020-07-03,1731.5,2.5
"130286","Kyle Klein","Preserve",2020,2020-07-03,1584.1,22.6
"130519","Ezra Aderhold","Preserve",2020,2020-07-03,1582.5,22.2
"131406","Simon Lizotte","DGLO",2020,2020-07-24,1780.9,-7
"131416","Nikko Locastro","DGLO",2020,2020-07-24,1764,4
"131418","Garrett Gurthie","DGLO",2020,2020-07-24,1768.4,-3
"131428","James Conrad","DGLO",2020,2020-07-24,1778,4.8
"131472","Paul McBeth","DGLO",2020,2020-07-24,1832.4,-1.6
"131523","Eagle McMahon","DGLO",2020,2020-07-24,1819.3,6.5
"131526","Richard Wysocki","DGLO",2020,2020-07-24,1816.2,6.3
"131546","Kevin Jones","DGLO",2020,2020-07-24,1770,7.7
"131566","Corey Ellis","DGLO",2020,2020-07-24,1633.8,10.7
"131581","Calvin Heimburg","DGLO",2020,2020-07-24,1791.9,3.2
"131593","Drew Gibson","DGLO",2020,2020-07-24,1757,1.6
"131620","Chris Clemons","DGLO",2020,2020-07-24,1745.1,2.3
"131692","Adam Hammes","DGLO",2020,2020-07-24,1735.4,6.2
"131741","Chris Dickerson","DGLO",2020,2020-07-24,1770.3,7.6
"131756","Andrew Presnell","DGLO",2020,2020-07-24,1736.4,4.9
"131885","Andrew Marwede","DGLO",2020,2020-07-24,1693,1.4
"131992","Kyle Klein","DGLO",2020,2020-07-24,1600.7,16.6
"132108","Alden Harris","DGLO",2020,2020-07-24,1576.2,18.6
"132225","Ezra Aderhold","DGLO",2020,2020-07-24,1599.3,16.8
"134828","Nikko Locastro","Idlewild",2020,2020-08-07,1768.8,4.8
"134830","Garrett Gurthie","Idlewild",2020,2020-08-07,1771.2,2.9
"134840","James Conrad","Idlewild",2020,2020-08-07,1778.5,0.5
"134884","Paul McBeth","Idlewild",2020,2020-08-07,1834.7,2.3
"134935","Eagle McMahon","Idlewild",2020,2020-08-07,1824.8,5.5
"134938","Richard Wysocki","Idlewild",2020,2020-08-07,1820.2,3.9
"134958","Kevin Jones","Idlewild",2020,2020-08-07,1775.6,5.6
"134978","Corey Ellis","Idlewild",2020,2020-08-07,1648.2,14.5
"134993","Calvin Heimburg","Idlewild",2020,2020-08-07,1796.3,4.4
"135005","Drew Gibson","Idlewild",2020,2020-08-07,1757.3,0.3
"135032","Chris Clemons","Idlewild",2020,2020-08-07,1749.1,4
"135104","Adam Hammes","Idlewild",2020,2020-08-07,1744,8.6
"135153","Chris Dickerson","Idlewild",2020,2020-08-07,1777.9,7.6
"135168","Andrew Presnell","Idlewild",2020,2020-08-07,1742.8,6.4
"135297","Andrew Marwede","Idlewild",2020,2020-08-07,1705.2,12.1
"135404","Kyle Klein","Idlewild",2020,2020-08-07,1620.5,19.8
"135520","Alden Harris","Idlewild",2020,2020-08-07,1591,14.8
"135637","Ezra Aderhold","Idlewild",2020,2020-08-07,1612.6,13.3
"135681","Nikko Locastro","Ledgestone",2020,2020-08-13,1771.8,3
"135683","Garrett Gurthie","Ledgestone",2020,2020-08-13,1772.3,1.1
"135693","James Conrad","Ledgestone",2020,2020-08-13,1766.5,-12
"135697","Matthew Orum","Ledgestone",2020,2020-08-13,1732.2,5.2
"135737","Paul McBeth","Ledgestone",2020,2020-08-13,1837.3,2.6
"135791","Richard Wysocki","Ledgestone",2020,2020-08-13,1828.5,8.3
"135811","Kevin Jones","Ledgestone",2020,2020-08-13,1779.4,3.8
"135831","Corey Ellis","Ledgestone",2020,2020-08-13,1654.2,6
